car_age,km_driven,price_new,accident_count,door_count,fuel,transmission,timestamp
18,112803,33820,2,5,2,1,20:52.8
4,88388,38873,3,5,0,0,21:26.4
6,108173,41581,4,5,0,0,22:00.0
7,46339,22858,1,3,2,1,22:33.6
16,146924,31625,4,4,0,0,23:07.2
17,99496,23006,2,3,2,1,23:40.8
16,116183,30269,3,4,2,1,24:14.4
17,136351,33362,4,5,0,0,24:48.0
19,132604,35521,4,4,0,0,25:21.6
20,191861,41807,5,5,0,0,25:55.2
8,110375,37271,2,5,0,0,26:28.8
11,129559,34658,4,4,0,0,27:02.4
20,159841,37391,4,5,0,0,27:36.0
7,60913,31287,2,4,2,1,28:09.6
2,23668,31422,1,3,1,1,28:43.2
16,136943,30504,2,4,2,1,29:16.8
16,144138,38594,3,5,0,0,29:50.4
14,95464,25246,2,3,2,1,30:24.0
9,67855,30030,2,4,2,1,30:57.6
9,31039,19980,1,3,1,1,31:31.2
10,96281,26240,1,3,2,1,32:04.8
9,72758,29007,1,4,2,1,32:38.4
9,147363,43399,4,5,0,0,33:12.0
5,50887,25783,1,3,2,1,33:45.6
7,75761,26511,1,4,2,1,34:19.2
17,163347,35607,4,5,0,0,34:52.8
12,125241,38983,2,5,0,0,35:26.4
8,94970,40040,3,5,0,0,36:00.0
6,58593,24967,2,3,2,1,36:33.6
15,130689,31665,3,5,0,0,37:07.2
16,103498,41479,4,5,2,0,37:40.8
12,105168,33973,4,3,0,0,38:14.4
8,75675,29609,3,3,0,1,38:48.0
10,84997,25470,4,3,0,1,39:21.6
12,148436,28381,3,4,0,1,39:55.2
4,51703,27807,1,3,2,1,40:28.8
20,156013,38006,5,4,0,0,41:02.4
17,161613,42113,3,5,0,0,41:36.0
8,117416,34001,4,4,0,0,42:09.6
9,55019,24372,1,3,1,1,42:43.2
13,113687,36782,3,5,2,1,43:16.8
20,182540,40481,5,5,0,0,43:50.4
2,34878,25546,1,3,2,1,44:24.0
19,135017,23205,4,3,0,1,44:57.6
7,135270,45715,4,5,0,0,45:31.2
17,113433,32303,1,5,2,1,46:04.8
17,169864,43592,5,5,0,0,46:38.4
6,77967,28471,1,3,2,1,47:12.0
7,125410,33894,2,5,0,1,47:45.6
19,107425,28450,3,4,0,0,48:19.2
14,130952,37497,4,5,0,0,48:52.8
15,164021,41221,5,4,0,0,49:26.4
1,52343,27487,3,2,2,1,50:00.0
20,175809,41473,4,5,0,0,50:33.6
8,73817,28754,1,4,2,1,51:07.2
13,87576,27111,1,4,2,1,51:40.8
8,105943,38953,4,5,0,0,52:14.4
13,71706,27950,1,4,2,1,52:48.0
12,60663,25117,2,2,1,1,53:21.6
9,80899,37041,3,5,2,1,53:55.2
10,59733,29870,1,3,1,1,54:28.8
13,164417,40028,5,5,0,0,55:02.4
14,62302,26948,1,3,2,1,55:36.0
3,33809,28454,2,3,1,1,56:09.6
20,182298,39584,4,5,0,0,56:43.2
15,118619,29048,4,4,2,1,57:16.8
14,117142,39351,2,5,2,0,57:50.4
12,100467,35191,2,4,2,0,58:24.0
10,77864,30690,2,4,2,1,58:57.6
12,104709,27743,1,4,2,1,59:31.2
16,104055,27763,2,4,2,1,00:04.8
13,142902,38528,4,5,0,0,00:38.4
17,75910,25227,1,4,2,1,01:12.0
16,126214,34787,1,5,2,0,01:45.6
20,186785,45331,5,5,0,0,02:19.2
16,145711,34419,4,5,0,0,02:52.8
3,63261,37567,2,4,2,1,03:26.4
2,12694,21891,1,2,1,1,04:00.0
14,124169,39470,3,5,0,0,04:33.6
7,37516,21166,1,3,2,1,05:07.2
6,45787,28501,1,4,1,1,05:40.8
9,84066,22515,1,3,1,1,06:14.4
10,61921,26802,1,3,1,1,06:48.0
3,24279,24848,1,3,2,1,07:21.6
15,144068,38200,4,5,0,0,07:55.2
6,49191,37501,1,4,1,1,08:28.8
8,49893,28754,1,3,1,1,09:02.4
16,151330,41921,3,5,0,0,09:36.0
9,56314,23081,1,3,2,1,10:09.6
9,105881,35840,2,5,0,0,10:43.2
19,152176,35350,5,5,0,0,11:16.8
10,48954,20633,1,3,2,1,11:50.4
8,68734,32498,1,4,2,1,12:24.0
9,86652,26559,2,3,0,1,12:57.6
10,103998,32556,2,5,2,1,13:31.2
17,126767,33311,1,5,0,0,14:04.8
19,119892,28262,1,5,2,0,14:38.4
17,171523,34343,4,5,0,0,15:12.0
3,98192,29324,1,4,0,1,15:45.6
13,84804,32153,3,4,2,1,16:19.2
12,151270,41836,4,5,0,0,16:52.8
17,145073,38510,4,5,0,0,17:26.4
18,185626,43498,5,5,0,0,18:00.0
11,92712,29174,3,3,0,1,18:33.6
4,43854,21262,1,3,1,1,19:07.2
9,76481,29490,1,3,2,1,19:40.8
4,46356,25571,1,4,1,1,20:14.4
19,93693,29928,4,4,2,0,20:48.0
9,98819,37274,4,4,2,1,21:21.6
1,25967,29071,1,3,1,1,21:55.2
20,166581,43614,5,5,0,0,22:28.8
10,145606,37510,3,5,0,0,23:02.4
19,167494,33210,4,5,0,0,23:36.0
4,61972,29743,2,3,2,1,24:09.6
16,84463,24320,2,3,2,1,24:43.2
11,100958,30831,2,5,0,1,25:16.8
7,40197,21167,1,2,2,1,25:50.4
9,78663,26218,2,4,2,1,26:24.0
12,125633,33486,3,5,0,1,26:57.6
8,151189,41029,3,5,0,0,27:31.2
9,90717,32367,3,4,2,1,28:04.8
12,139849,32428,3,4,0,0,28:38.4
18,167912,40310,4,5,0,0,29:12.0
19,124143,33872,3,4,0,0,29:45.6
5,38425,24388,1,3,2,1,30:19.2
11,129345,39458,5,5,0,0,30:52.8
12,163331,40186,5,5,0,0,31:26.4
5,42553,27028,1,3,1,1,32:00.0
9,55163,24267,1,3,2,1,32:33.6
14,93997,33009,1,5,2,1,33:07.2
5,55418,29769,2,3,2,1,33:40.8
17,98985,31306,2,4,2,1,34:14.4
4,27715,24771,1,2,1,1,34:48.0
8,117290,34542,3,5,0,0,35:21.6
13,87195,25503,1,3,2,1,35:55.2
18,152637,41446,4,5,0,0,36:28.8
17,172598,44958,5,5,0,0,37:02.4
12,121745,34844,3,4,2,1,37:36.0
15,130199,33247,4,5,0,0,38:09.6
17,123918,33664,5,4,0,0,38:43.2
19,154883,27102,3,4,0,0,39:16.8
20,134381,34909,3,5,0,0,39:50.4
9,92777,33732,2,4,2,1,40:24.0
18,158832,36194,4,5,0,0,40:57.6
3,39877,22698,1,3,2,1,41:31.2
13,176864,47208,5,5,0,0,42:04.8
20,187060,46892,5,5,0,0,42:38.4
14,102555,37718,3,5,0,1,43:12.0
7,82332,35543,3,4,2,1,43:45.6
19,167401,39241,4,5,0,0,44:19.2
7,89272,38686,3,5,2,1,44:52.8
4,46258,27158,1,3,1,1,45:26.4
19,167542,38862,3,5,0,0,46:00.0
10,87922,36993,2,4,0,0,46:33.6
12,59174,25147,2,3,2,1,47:07.2
11,65967,36544,2,5,2,0,47:40.8
18,157551,32760,3,5,0,0,48:14.4
6,45665,24563,1,3,1,1,48:48.0
3,24691,25564,1,3,2,1,49:21.6
8,35524,24832,1,3,1,1,49:55.2
8,50965,26173,2,3,2,1,50:28.8
13,73784,35479,1,5,2,0,51:02.4
9,67393,20069,1,3,2,1,51:36.0
17,109668,35745,2,5,2,0,52:09.6
18,129778,35424,3,5,2,1,52:43.2
17,173448,40740,5,5,0,0,53:16.8
20,142605,39176,5,5,0,0,53:50.4
15,96313,33656,1,5,2,1,54:24.0
4,83747,31462,1,5,2,1,54:57.6
7,114739,34207,3,5,0,1,55:31.2
8,79504,31035,2,4,2,1,56:04.8
9,95607,27869,2,3,0,1,56:38.4
10,113288,36231,3,5,0,0,57:12.0
11,69873,28262,2,4,2,1,57:45.6
8,23632,24771,1,3,1,1,58:19.2
20,148337,34348,4,5,0,0,58:52.8
12,121273,31776,2,5,0,0,59:26.4
7,25870,30425,1,3,1,1,00:00.0
7,48124,34578,1,4,1,1,00:33.6
9,44972,22952,1,3,2,1,01:07.2
6,99312,35885,1,5,0,0,01:40.8
14,160573,36223,4,5,0,0,02:14.4
5,23994,31751,1,4,1,1,02:48.0
9,105049,32380,2,4,2,1,03:21.6
14,116614,37739,4,5,0,0,03:55.2
20,170421,35274,4,5,0,0,04:28.8
10,113457,39368,3,5,0,0,05:02.4
13,91060,33272,2,5,2,0,05:36.0
6,82263,28383,1,3,2,1,06:09.6
10,75246,25376,3,3,0,1,06:43.2
16,134989,31162,5,4,0,0,07:16.8
16,86565,26130,3,3,2,1,07:50.4
9,76893,30406,2,4,2,1,08:24.0
8,86981,33761,3,4,2,1,08:57.6
11,142777,43077,3,5,0,0,09:31.2
15,118875,30388,1,5,2,1,10:04.8
17,181453,36099,5,5,0,0,10:38.4
3,108733,33491,2,4,0,1,11:12.0
18,144919,33572,3,5,0,0,11:45.6
7,91162,30048,1,4,2,1,12:19.2
20,191173,46758,5,5,0,0,12:52.8
10,141856,39332,4,5,0,0,13:26.4
1,47509,21296,1,3,2,1,14:00.0
9,48542,26317,1,3,2,1,14:33.6
20,174931,43118,3,5,2,0,15:07.2
9,131479,32667,2,5,0,0,15:40.8
9,99087,32520,2,5,2,1,16:14.4
9,114748,35559,3,5,0,0,16:48.0
15,90442,35128,1,5,2,1,17:21.6
10,134434,34086,3,4,0,0,17:55.2
18,148675,36905,5,5,0,0,18:28.8
9,105166,38374,2,5,2,0,19:02.4
15,112692,37673,1,5,2,1,19:36.0
2,46862,36268,2,4,2,1,20:09.6
5,51945,33597,1,4,2,1,20:43.2
11,167372,40898,5,5,0,0,21:16.8
13,156900,41464,5,5,0,0,21:50.4
16,165107,35247,4,5,0,0,22:24.0
16,151801,37102,3,5,0,0,22:57.6
9,73305,31367,2,4,2,1,23:31.2
9,120869,40463,5,5,0,0,24:04.8
10,54705,36997,3,4,2,1,24:38.4
16,107512,27430,3,4,2,1,25:12.0
19,137446,30235,4,4,0,1,25:45.6
14,134152,35573,3,5,0,0,26:19.2
6,68389,26016,1,3,2,1,26:52.8
8,68088,26243,3,3,2,1,27:26.4
9,144345,40331,5,5,0,0,28:00.0
7,46288,26339,2,3,2,1,28:33.6
8,102144,41636,3,5,0,0,29:07.2
15,143995,38059,4,5,0,0,29:40.8
10,83432,28208,2,3,2,1,30:14.4
7,76706,35257,2,5,2,1,30:48.0
9,95682,30480,2,4,0,1,31:21.6
9,75711,28373,3,3,2,1,31:55.2
19,138375,39272,4,5,0,0,32:28.8
13,137717,34484,4,5,0,0,33:02.4
18,144786,38885,5,5,0,0,33:36.0
1,24561,24618,1,3,1,1,34:09.6
19,167630,36855,4,5,0,0,34:43.2
11,92282,31659,3,4,2,1,35:16.8
15,125343,40533,3,5,2,0,35:50.4
14,130006,38582,2,5,0,0,36:24.0
14,141200,40248,5,5,0,0,36:57.6
11,132963,35539,5,4,0,0,37:31.2
10,56994,21840,1,3,2,1,38:04.8
18,164823,36071,4,5,0,0,38:38.4
16,111916,28294,3,3,0,1,39:12.0
15,60131,23458,2,2,0,1,39:45.6
13,132305,34251,4,5,0,1,40:19.2
11,100323,22579,2,3,2,1,40:52.8
20,168291,37403,5,5,0,0,41:26.4
9,94321,36644,2,4,0,0,42:00.0
8,118833,35424,2,5,2,1,42:33.6
9,85903,30773,3,3,0,1,43:07.2
14,159313,43352,4,5,0,0,43:40.8
12,76997,32724,3,4,2,1,44:14.4
2,44821,27923,1,3,2,1,44:48.0
9,56522,36560,4,3,2,1,45:21.6
10,75079,32698,3,4,0,0,45:55.2
15,89875,26615,2,4,2,1,46:28.8
17,173849,42988,5,5,0,0,47:02.4
5,85088,32075,3,4,0,1,47:36.0
2,18478,22046,1,2,1,1,48:09.6
10,91670,35812,2,5,2,0,48:43.2
2,23690,27061,1,3,1,1,49:16.8
7,75207,25541,2,3,2,1,49:50.4
19,118992,32389,2,5,2,1,50:24.0
11,89976,28204,1,4,2,1,50:57.6
12,134768,39304,1,5,2,0,51:31.2
9,83074,32502,1,4,2,1,52:04.8
10,117508,33403,3,5,2,1,52:38.4
7,74317,24832,2,3,0,1,53:12.0
10,127276,33692,2,5,0,0,53:45.6
10,82216,33452,2,4,2,1,54:19.2
8,82853,35464,2,4,2,1,54:52.8
13,93801,36296,2,5,2,1,55:26.4
7,85052,36291,4,4,0,0,56:00.0
3,17244,23139,1,3,2,1,56:33.6
19,184059,39276,4,5,0,0,57:07.2
16,146745,38770,4,5,0,0,57:40.8
17,112355,36926,3,5,2,1,58:14.4
10,44601,28895,1,4,1,1,58:48.0
20,126095,29425,4,5,0,0,59:21.6
7,53133,34815,2,4,2,1,59:55.2
15,97741,28766,2,3,2,1,00:28.8
18,61896,27823,1,4,2,1,01:02.4
7,52977,33382,1,4,1,1,01:36.0
3,11508,19245,1,2,1,1,02:09.6
8,77568,32523,2,4,2,1,02:43.2
7,128498,37946,3,5,0,1,03:16.8
19,107430,28493,3,4,2,1,03:50.4
10,71845,26914,4,3,2,1,04:24.0
2,72721,30775,2,3,2,1,04:57.6
8,48932,27775,3,3,2,1,05:31.2
4,128487,37617,4,5,0,0,06:04.8
14,73226,29470,1,4,1,1,06:38.4
11,142056,43441,4,5,0,0,07:12.0
4,31642,27793,1,3,2,1,07:45.6
3,59107,32839,1,4,2,1,08:19.2
6,40426,25460,1,4,1,1,08:52.8
20,171410,40427,4,5,0,0,09:26.4
11,85655,23968,2,3,2,1,10:00.0
11,118756,35754,3,5,0,0,10:33.6
3,73897,31954,1,4,1,1,11:07.2
4,35358,22692,1,2,1,1,11:40.8
17,169305,40754,5,5,0,0,12:14.4
2,46371,25745,2,3,2,1,12:48.0
11,118547,30111,3,4,2,1,13:21.6
14,117534,35591,4,4,0,0,13:55.2
6,77150,31164,1,4,1,1,14:28.8
4,26494,23682,1,3,1,1,15:02.4
11,123950,34564,1,5,2,0,15:36.0
14,148849,45645,3,5,0,0,16:09.6
9,150434,40956,4,5,0,0,16:43.2
19,183840,32385,5,5,0,0,17:16.8
10,146963,41663,4,5,0,0,17:50.4
8,80318,30343,1,4,2,1,18:24.0
13,109978,33537,1,5,2,1,18:57.6
11,149567,27383,3,4,0,0,19:31.2
8,129303,29260,2,4,0,1,20:04.8
10,144175,40378,3,5,0,0,20:38.4
17,114051,36498,2,5,0,0,21:12.0
15,137289,38416,5,5,0,0,21:45.6
10,116448,40402,4,5,0,0,22:19.2
16,167057,45599,5,5,0,0,22:52.8
10,55490,28776,1,4,2,1,23:26.4
16,111599,32961,3,4,2,1,24:00.0
6,91510,34428,3,4,0,1,24:33.6
12,94233,29239,1,4,2,1,25:07.2
13,102278,38240,3,5,2,0,25:40.8
8,116439,33107,3,4,0,1,26:14.4
15,89342,27360,2,3,2,1,26:48.0
12,98171,31877,2,5,0,0,27:21.6
12,96302,35287,3,4,2,1,27:55.2
11,114760,35891,4,4,0,1,28:28.8
1,44005,33653,1,4,2,1,29:02.4
10,130739,41176,3,5,0,0,29:36.0
19,161329,40966,4,5,0,0,30:09.6
4,79657,35203,1,5,2,0,30:43.2
20,155106,34093,2,5,2,1,31:16.8
6,52412,26165,1,3,2,1,31:50.4
9,95145,30031,2,4,2,1,32:24.0
3,44143,30456,1,4,1,1,32:57.6
14,154460,37509,5,5,0,0,33:31.2
4,42152,25979,2,3,2,1,34:04.8
10,111687,25888,3,3,0,1,34:38.4
7,136045,38662,4,5,0,0,35:12.0
9,70076,29869,2,4,2,1,35:45.6
11,137051,41690,3,5,0,0,36:19.2
7,128361,38079,2,5,2,1,36:52.8
11,151341,41496,5,5,0,0,37:26.4
7,71729,30726,2,4,2,1,38:00.0
5,137945,39504,3,5,0,0,38:33.6
8,59780,32950,2,4,2,1,39:07.2
19,137085,35943,2,5,0,0,39:40.8
3,22328,24297,1,3,1,1,40:14.4
15,113193,32667,4,4,0,1,40:48.0
5,31030,24855,1,3,2,1,41:21.6
5,61685,26134,2,3,2,1,41:55.2
12,101698,36856,3,5,2,0,42:28.8
11,97423,28095,2,3,2,1,43:02.4
17,127284,40125,3,5,2,0,43:36.0
19,171877,40976,3,5,0,0,44:09.6
20,168863,43805,4,5,0,0,44:43.2
20,161027,40700,4,5,0,0,45:16.8
17,147809,39046,4,5,0,0,45:50.4
17,134945,43153,4,5,2,0,46:24.0
10,83351,41417,1,5,1,1,46:57.6
3,85990,35999,2,4,0,1,47:31.2
12,120141,36896,3,5,2,1,48:04.8
17,175137,44845,5,5,0,0,48:38.4
10,128262,44008,3,5,0,0,49:12.0
18,170279,43036,5,5,0,0,49:45.6
9,110976,34447,3,4,2,1,50:19.2
9,65537,34168,1,5,2,1,50:52.8
7,40477,23508,1,3,1,1,51:26.4
20,172667,39888,5,5,0,0,52:00.0
20,191828,45754,5,5,0,0,52:33.6
13,91997,33367,2,5,2,1,53:07.2
18,166524,43321,4,5,0,0,53:40.8
15,120032,29404,2,4,2,1,54:14.4
7,68496,29552,1,3,2,1,54:48.0
15,164985,34529,4,5,0,0,55:21.6
4,34626,23458,1,2,1,1,55:55.2
11,94029,33336,1,4,2,1,56:28.8
16,148817,36078,4,5,0,0,57:02.4
10,95538,36158,3,5,2,1,57:36.0
4,20332,20400,1,2,1,1,58:09.6
2,20766,22472,1,2,1,1,58:43.2
8,107647,28765,1,4,0,0,59:16.8
7,96634,26772,4,3,0,1,59:50.4
9,81732,37927,3,4,2,1,00:24.0
4,37395,28915,1,4,1,1,00:57.6
19,149958,31396,3,4,0,0,01:31.2
19,190208,45130,5,5,0,0,02:04.8
20,150558,35595,3,5,0,0,02:38.4
16,156615,36623,4,5,0,0,03:12.0
19,148659,35628,4,5,0,0,03:45.6
12,123101,33365,3,4,0,0,04:19.2
16,133740,40324,5,4,0,0,04:52.8
8,82984,26126,1,3,2,1,05:26.4
17,154137,34125,5,4,0,0,06:00.0
7,119488,31571,1,5,2,1,06:33.6
11,109931,30048,2,4,2,1,07:07.2
8,83746,27222,1,3,2,1,07:40.8
8,156579,40545,4,5,0,0,08:14.4
20,180312,38272,4,5,0,0,08:48.0
5,102844,35730,4,4,0,1,09:21.6
6,45141,27431,2,3,2,1,09:55.2
9,113034,28477,1,4,2,1,10:28.8
3,79203,33928,2,5,0,1,11:02.4
20,167520,25766,2,5,0,1,11:36.0
20,164282,46503,5,5,0,0,12:09.6
20,161301,31686,4,5,0,0,12:43.2
2,18265,20756,1,2,1,1,13:16.8
4,81307,33770,1,5,2,1,13:50.4
5,38069,23334,1,3,1,1,14:24.0
11,126714,39641,3,5,0,0,14:57.6
11,100260,22910,2,3,2,1,15:31.2
12,94729,33855,3,4,2,1,16:04.8
8,121357,25861,3,4,0,1,16:38.4
19,163766,43611,4,5,0,0,17:12.0
8,61755,34998,3,4,2,1,17:45.6
6,91423,29207,1,3,0,0,18:19.2
5,13305,18854,1,2,1,1,18:52.8
10,65335,38697,2,5,2,1,19:26.4
5,46320,26834,1,3,2,1,20:00.0
17,129802,29214,3,4,0,0,20:33.6
7,126707,34224,5,4,0,0,21:07.2
10,143588,37543,5,5,0,0,21:40.8
14,98658,25128,3,3,0,1,22:14.4
7,80726,33874,1,4,1,1,22:48.0
4,73200,29547,2,3,0,1,23:21.6
11,138599,38528,3,5,0,0,23:55.2
16,135428,35896,4,5,0,0,24:28.8
18,130447,33130,4,4,2,0,25:02.4
11,135188,29650,4,4,0,1,25:36.0
3,28606,29171,1,3,1,1,26:09.6
4,46235,32269,2,3,2,1,26:43.2
2,15671,21931,1,2,1,1,27:16.8
16,170176,38963,4,5,0,0,27:50.4
9,112244,35768,3,5,0,0,28:24.0
11,60019,24351,1,3,2,1,28:57.6
7,55699,26917,1,3,2,1,29:31.2
8,109780,38046,5,4,0,1,30:04.8
18,149485,34910,2,5,0,0,30:38.4
17,112531,38842,2,5,2,0,31:12.0
7,71755,28625,2,3,2,1,31:45.6
4,65817,31460,2,4,2,1,32:19.2
3,25569,22388,1,2,1,1,32:52.8
2,34886,22361,1,3,2,1,33:26.4
17,137767,34402,3,5,0,0,34:00.0
8,106801,29090,2,4,2,1,34:33.6
6,67972,23160,1,3,2,1,35:07.2
17,107714,29679,3,4,2,1,35:40.8
6,88417,35548,1,5,2,1,36:14.4
3,40069,24385,1,3,2,1,36:48.0
9,62634,26168,1,3,1,1,37:21.6
6,30139,25383,1,2,1,1,37:55.2
9,92469,25304,2,3,2,1,38:28.8
8,102538,43636,3,5,0,0,39:02.4
19,177698,40638,5,5,0,0,39:36.0
5,62304,28884,1,3,2,1,40:09.6
10,107698,35431,3,4,0,0,40:43.2
18,125939,36783,2,5,2,0,41:16.8
9,66389,28201,1,4,2,1,41:50.4
15,106880,32738,3,4,0,0,42:24.0
11,95964,38946,3,5,0,0,42:57.6
6,45917,30758,1,3,1,1,43:31.2
10,91461,33763,2,4,2,1,44:04.8
4,70210,28168,2,4,0,1,44:38.4
8,134950,38334,4,4,0,0,45:12.0
9,105182,29773,1,4,2,1,45:45.6
3,50068,25567,1,3,1,1,46:19.2
16,155584,37287,4,5,0,0,46:52.8
8,94591,40737,4,5,2,1,47:26.4
4,91393,26373,3,3,0,1,48:00.0
2,64326,25766,2,3,2,1,48:33.6
12,155678,43380,3,5,0,0,49:07.2
6,19171,23207,1,2,1,1,49:40.8
12,165027,39656,5,5,0,0,50:14.4
19,171959,34161,5,5,0,0,50:48.0
1,6735,18996,1,2,1,1,51:21.6
9,78234,27616,2,3,0,1,51:55.2
9,105109,26125,4,3,2,1,52:28.8
1,14072,22515,1,2,1,1,53:02.4
2,32711,21804,2,2,2,1,53:36.0
7,102772,31499,2,4,2,1,54:09.6
8,43487,26334,1,3,1,1,54:43.2
12,144734,33434,3,5,0,1,55:16.8
9,100530,32798,2,4,2,1,55:50.4
4,64064,34589,2,4,2,1,56:24.0
13,136108,35193,4,4,0,0,56:57.6
12,57049,30858,1,5,1,1,57:31.2
6,88249,34804,2,4,0,0,58:04.8
10,149977,43327,5,5,0,0,58:38.4
7,91666,25750,1,4,2,1,59:12.0
18,162518,44282,4,5,0,0,59:45.6
3,39929,32997,1,4,1,1,00:19.2
17,117543,30400,3,4,0,1,00:52.8
1,13563,25682,1,2,1,1,01:26.4
2,24062,30743,1,4,1,1,02:00.0
16,136274,32897,4,5,0,1,02:33.6
14,80822,23653,1,3,2,1,03:07.2
14,115002,33634,3,4,0,0,03:40.8
5,58660,23658,1,3,2,1,04:14.4
7,101020,39842,3,5,0,0,04:48.0
14,134426,36340,4,4,0,0,05:21.6
6,60109,29244,1,3,2,1,05:55.2
11,126990,39988,3,5,0,0,06:28.8
8,34644,20677,1,2,2,1,07:02.4
14,56153,37340,1,5,1,1,07:36.0
11,115290,38161,3,5,2,1,08:09.6
7,100989,35651,2,4,2,1,08:43.2
6,62665,38659,2,4,2,0,09:16.8
14,153094,39385,5,5,0,0,09:50.4
4,50510,30874,3,3,2,1,10:24.0
9,81769,29699,4,4,2,1,10:57.6
19,137807,27122,4,3,0,0,11:31.2
8,96172,24277,2,3,0,1,12:04.8
8,78593,28278,3,3,0,1,12:38.4
1,26131,22051,1,2,2,1,13:12.0
13,89235,30411,2,3,2,1,13:45.6
7,107338,30699,3,3,0,1,14:19.2
11,161770,42291,5,5,0,0,14:52.8
1,33030,26878,1,3,2,1,15:26.4
1,38920,24881,2,3,2,1,16:00.0
19,162878,41097,4,5,0,0,16:33.6
7,104332,38651,4,5,2,1,17:07.2
1,7689,20405,1,2,1,1,17:40.8
11,138995,34471,4,4,0,0,18:14.4
14,97666,29320,1,4,2,1,18:48.0
8,109810,29886,3,4,0,1,19:21.6
2,12856,21511,1,2,1,1,19:55.2
5,28349,22101,1,3,1,1,20:28.8
17,134251,31987,3,5,0,0,21:02.4
17,173813,41145,5,5,0,0,21:36.0
20,181913,40678,5,5,0,0,22:09.6
8,56757,28704,2,3,2,1,22:43.2
8,29878,30802,2,3,1,1,23:16.8
2,18836,22421,1,2,1,1,23:50.4
9,24781,20129,1,3,1,1,24:24.0
17,132974,35572,4,5,0,0,24:57.6
19,147892,37139,2,5,0,0,25:31.2
1,3517,21628,1,2,1,1,26:04.8
18,140456,30464,3,4,0,0,26:38.4
13,75024,30287,2,4,2,1,27:12.0
6,50176,28341,1,4,2,1,27:45.6
2,39031,29791,1,3,1,1,28:19.2
7,91108,35871,2,5,2,1,28:52.8
9,112227,25296,1,5,2,1,29:26.4
8,88943,29626,2,4,2,1,30:00.0
15,149428,35486,5,4,0,0,30:33.6
14,162421,28870,3,4,0,0,31:07.2
5,50149,33363,1,4,1,1,31:40.8
4,27968,20314,1,2,2,1,32:14.4
17,161396,39911,2,5,0,0,32:48.0
20,181522,40815,4,5,0,0,33:21.6
6,55734,25011,1,3,1,1,33:55.2
6,61112,28372,2,4,2,1,34:28.8
6,86091,34823,2,4,0,1,35:02.4
13,76015,30564,1,4,2,1,35:36.0
19,130850,36380,2,5,0,0,36:09.6
7,59768,28535,1,3,2,1,36:43.2
20,176005,43293,4,5,0,0,37:16.8
20,176383,36914,5,5,0,0,37:50.4
9,115413,31360,2,5,0,1,38:24.0
4,73810,41266,2,5,2,1,38:57.6
10,125010,26979,3,4,0,1,39:31.2
1,26183,20820,1,2,2,1,40:04.8
10,66661,28848,2,3,2,1,40:38.4
14,133315,41218,3,5,0,0,41:12.0
6,63918,32778,3,3,2,1,41:45.6
4,33059,20992,1,3,2,1,42:19.2
20,172206,44994,4,5,0,0,42:52.8
11,163601,40299,5,5,0,0,43:26.4
13,118519,31738,4,4,0,1,44:00.0
18,138114,32546,4,4,0,0,44:33.6
8,95663,29352,2,4,2,1,45:07.2
17,142407,35688,3,5,0,0,45:40.8
9,40052,22736,1,3,1,1,46:14.4
11,147128,40293,3,5,0,0,46:48.0
5,51476,32850,2,3,2,1,47:21.6
20,145574,35382,3,5,0,0,47:55.2
10,69958,19472,2,3,2,1,48:28.8
6,46790,27886,2,3,2,1,49:02.4
5,98036,33978,1,4,0,1,49:36.0
12,151455,40539,5,5,0,0,50:09.6
7,60771,27337,1,4,2,1,50:43.2
4,51569,29734,1,3,2,1,51:16.8
11,88797,32097,2,4,2,1,51:50.4
7,111901,37998,3,5,2,1,52:24.0
16,178267,43288,5,5,0,0,52:57.6
20,158064,35685,3,5,0,0,53:31.2
7,139422,35782,2,5,0,1,54:04.8
8,75664,28837,1,4,2,1,54:38.4
9,31922,20302,1,2,1,1,55:12.0
10,75978,30884,1,4,1,1,55:45.6
13,157997,31495,5,4,0,0,56:19.2
11,92858,33461,2,5,2,1,56:52.8
10,104225,35382,4,4,2,1,57:26.4
4,23250,28808,1,3,1,1,58:00.0
19,118744,22890,2,4,2,1,58:33.6
1,26450,26451,1,3,1,1,59:07.2
14,163907,40760,3,5,0,0,59:40.8
11,114902,29482,4,4,0,1,00:14.4
9,141080,41990,4,5,0,0,00:48.0
13,80554,34422,2,5,2,1,01:21.6
7,85768,28666,2,3,0,1,01:55.2
13,109435,28466,2,4,2,1,02:28.8
17,87632,34042,4,3,2,1,03:02.4
9,89195,28015,2,3,2,1,03:36.0
11,97114,38369,4,4,0,0,04:09.6
6,33529,28784,1,3,1,1,04:43.2
9,52174,31926,1,4,2,1,05:16.8
3,96877,28607,2,3,0,1,05:50.4
16,126667,34809,5,4,0,0,06:24.0
4,56338,30906,1,4,2,1,06:57.6
6,59290,30666,1,3,1,1,07:31.2
6,67373,29724,3,3,2,1,08:04.8
8,79538,27206,1,3,2,1,08:38.4
16,148237,40440,2,5,0,0,09:12.0
14,83482,24895,2,3,2,1,09:45.6
14,115385,32259,3,4,2,1,10:19.2
20,184423,43570,5,5,0,0,10:52.8
14,133129,38680,3,5,0,0,11:26.4
17,107521,39762,3,5,2,0,12:00.0
4,34580,26495,1,3,1,1,12:33.6
19,156384,39367,2,5,2,0,13:07.2
20,180175,45868,4,5,0,0,13:40.8
8,93525,35986,2,5,2,1,14:14.4
6,44014,24001,1,3,1,1,14:48.0
17,136711,32206,2,5,0,0,15:21.6
