car_age,km_driven,price_new,accident_count,door_count,fuel,transmission,y_true,timestamp
7,61090,39191,1,5,1,1,13874,49:21.6
9,76331,42444,2,5,0,1,5825,49:55.2
5,113951,30533,2,4,0,1,5137,50:28.8
17,146966,38364,2,5,0,1,947,51:02.4
4,103073,42891,1,5,2,1,10590,51:36.0
7,98570,37196,2,5,1,1,8128,52:09.6
12,187063,34684,2,3,0,1,1647,52:43.2
10,127755,38614,1,5,2,1,7025,53:16.8
2,177530,31961,1,5,2,1,7216,53:50.4
8,8554,29402,1,5,0,1,9245,54:24.0
14,161600,34256,1,4,2,1,3643,54:57.6
11,49187,35454,3,2,2,1,4308,55:31.2
9,46236,21098,1,4,0,1,6420,56:04.8
2,44103,36566,1,4,2,1,15891,56:38.4
12,68166,37933,4,4,0,0,2626,57:12.0
12,116494,38752,2,5,0,1,4439,57:45.6
15,53635,31044,1,3,1,0,4772,58:19.2
6,122639,38726,2,5,1,1,6887,58:52.8
7,109694,47020,2,5,1,1,9414,59:26.4
19,179545,26721,1,4,2,1,989,00:00.0
8,15181,21096,1,5,2,0,8229,00:33.6
10,162993,39819,1,3,0,1,5733,01:07.2
17,17729,40381,2,3,2,1,6583,01:40.8
15,158889,40749,1,2,0,1,3470,02:14.4
8,125354,29331,5,5,0,1,710,02:48.0
4,68498,21748,1,4,0,1,7969,03:21.6
11,122538,35556,2,5,0,0,2246,03:55.2
14,86782,29173,1,5,0,1,3973,04:28.8
10,147251,39050,1,3,0,1,6128,05:02.4
18,71942,24607,5,4,1,0,1352,05:36.0
6,137231,39113,1,4,2,1,5931,06:09.6
2,180490,25826,1,5,0,1,5556,06:43.2
12,175727,32758,3,4,1,1,2924,07:16.8
13,131101,37811,3,5,2,0,1464,07:50.4
3,41499,44764,3,5,0,0,8629,08:24.0
8,173424,36213,2,5,1,1,4658,08:57.6
16,39954,39205,3,5,0,0,2268,09:31.2
4,134327,36223,3,5,0,1,3398,10:04.8
8,63862,29849,1,5,0,0,4267,10:38.4
12,61087,29285,2,4,2,1,4402,11:12.0
9,140746,22096,3,2,2,0,2746,11:45.6
12,148078,42489,1,5,1,0,4172,12:19.2
7,171838,37415,2,3,2,1,4725,12:52.8
6,47243,28948,4,5,1,1,7235,13:26.4
15,78954,33456,1,5,2,1,4300,14:00.0
19,132236,20871,2,3,2,0,1010,14:33.6
7,50168,19629,1,4,2,1,5804,15:07.2
7,109200,40472,2,2,0,1,5043,15:40.8
20,188145,38738,1,4,2,0,1938,16:14.4
14,58586,25428,3,5,1,1,2740,16:48.0
11,172338,42936,1,4,0,0,2514,17:21.6
13,69005,43327,2,4,2,1,4438,17:55.2
12,147140,34883,1,2,2,1,3751,18:28.8
13,138228,29098,3,3,2,1,1847,19:02.4
4,127743,35707,1,4,1,0,7754,19:36.0
6,187109,19914,1,2,1,1,3425,20:09.6
17,30063,32657,1,5,2,1,4225,20:43.2
2,22738,33779,1,4,1,1,19713,21:16.8
12,82051,26762,2,3,1,0,4386,21:50.4
17,21960,44322,4,5,1,0,2326,22:24.0
8,42923,42641,2,2,0,1,9215,22:57.6
17,173350,32800,4,5,2,1,875,23:31.2
12,109333,24134,1,4,1,0,3845,24:04.8
15,58745,34071,2,5,0,1,3159,24:38.4
3,52922,31755,4,5,2,1,5614,25:12.0
11,141640,31238,3,4,2,1,2683,25:45.6
18,92867,43301,2,4,0,0,3311,26:19.2
12,8125,33993,2,3,2,1,6628,26:52.8
20,87794,39333,3,4,0,1,951,27:26.4
16,72588,24114,2,2,2,0,2563,28:00.0
6,130568,27341,4,4,0,1,1426,28:33.6
8,118196,31506,3,4,0,0,1473,29:07.2
18,123522,22376,1,2,2,1,1584,29:40.8
8,51648,33276,2,3,2,1,6199,30:14.4
13,185757,42167,2,4,2,1,1902,30:48.0
12,121065,19935,1,5,0,0,1728,31:21.6
1,17807,27857,1,5,1,1,17567,31:55.2
8,165767,38196,1,5,2,1,6554,32:28.8
11,34226,38172,2,5,2,1,9216,33:02.4
10,132514,29760,1,4,2,0,3990,33:36.0
8,179569,38633,2,4,0,1,3543,34:09.6
8,38561,23025,2,4,2,0,5154,34:43.2
17,80417,29807,3,4,2,1,2275,35:16.8
12,39669,36098,3,5,0,1,4398,35:50.4
18,123790,41417,1,3,0,1,2085,36:24.0
16,100847,30633,4,4,0,1,878,36:57.6
11,107920,20903,1,3,0,0,3593,37:31.2
15,170607,42640,2,4,1,1,2832,38:04.8
6,177680,27378,1,4,2,0,5289,38:38.4
17,83951,23428,3,5,1,0,1213,39:12.0
4,129219,34743,3,4,2,1,4016,39:45.6
15,154940,23171,3,4,2,1,1260,40:19.2
10,175807,33762,3,4,2,1,2609,40:52.8
15,142794,39421,1,5,2,1,1926,41:26.4
20,56109,25315,1,5,0,1,1369,42:00.0
13,19542,42242,3,4,2,1,6550,42:33.6
6,127584,37815,1,4,0,1,6633,43:07.2
19,187933,23124,1,3,0,1,606,43:40.8
1,136421,36396,1,5,2,1,12617,44:14.4
12,42588,19448,3,4,0,1,1334,44:48.0
13,38502,34865,2,5,2,1,5666,45:21.6
10,83385,39073,4,4,2,0,4030,45:55.2
8,72343,26040,4,5,2,1,2109,46:28.8
7,149952,39273,5,4,2,1,1339,47:02.4
13,64174,43561,1,2,0,0,7545,47:36.0
2,90860,34236,3,4,0,0,6329,48:09.6
6,65881,18895,3,2,1,1,4208,48:43.2
12,66599,24151,2,4,2,1,4351,49:16.8
20,81407,23465,3,4,2,1,1114,49:50.4
14,131460,43403,1,4,1,1,7111,50:24.0
14,143200,28396,4,4,0,1,926,50:57.6
5,96019,43825,4,5,2,1,3858,51:31.2
7,12556,32162,2,2,2,1,11705,52:04.8
3,66972,25127,5,4,2,0,3269,52:38.4
20,107153,28469,3,5,2,1,1622,53:12.0
10,69726,41428,1,5,0,1,5089,53:45.6
19,79405,30929,3,5,1,1,1327,54:19.2
1,112977,39978,1,5,0,1,13617,54:52.8
13,79894,41145,4,4,2,0,3285,55:26.4
4,91609,42104,3,4,2,1,7215,56:00.0
11,169081,41080,2,4,2,1,3764,56:33.6
18,126301,20948,1,4,1,1,2644,57:07.2
17,43272,36738,3,4,2,1,3409,57:40.8
5,53258,33853,3,5,0,1,5179,58:14.4
8,77989,24256,3,2,2,1,4772,58:48.0
9,167552,43752,1,4,2,1,4448,59:21.6
13,134272,32475,1,4,1,1,4788,59:55.2
7,32520,30391,3,4,2,1,7478,00:28.8
18,135844,33644,3,2,0,1,1768,01:02.4
7,72103,34017,5,4,0,1,3335,01:36.0
18,131888,44718,1,5,1,1,3926,02:09.6
5,51334,26396,1,4,2,1,11120,02:43.2
7,80931,40645,3,5,2,0,3644,03:16.8
14,136381,36709,3,2,0,1,1323,03:50.4
19,149104,39461,4,4,2,0,599,04:24.0
13,71052,27676,1,4,2,0,4902,04:57.6
11,168017,31221,3,4,2,0,1078,05:31.2
2,175911,42071,1,4,2,1,7596,06:04.8
5,75007,34207,2,4,2,0,9719,06:38.4
4,110489,24645,1,5,2,1,7975,07:12.0
3,92836,40665,1,2,2,0,13256,07:45.6
5,97270,20771,3,3,0,0,2817,08:19.2
14,38900,30046,2,4,0,0,4184,08:52.8
13,36417,44077,2,5,1,1,8584,09:26.4
17,91081,38699,2,4,1,1,2698,10:00.0
3,152331,26059,3,4,0,0,2413,10:33.6
5,69742,20104,1,4,1,1,7067,11:07.2
8,125557,24842,1,4,2,1,5686,11:40.8
6,70791,22355,1,5,2,0,5009,12:14.4
5,120180,33748,2,5,0,0,5220,12:48.0
11,29833,24446,1,5,0,1,6807,13:21.6
7,90876,36477,4,4,0,1,2037,13:55.2
5,117184,18926,2,3,0,0,2054,14:28.8
10,58637,34498,5,4,1,0,2500,15:02.4
7,107714,33108,3,4,0,1,4609,15:36.0
10,138333,18441,5,5,0,0,507,16:09.6
4,154825,44773,1,5,0,1,7212,16:43.2
7,162614,27608,1,4,0,1,4541,17:16.8
2,72510,38007,1,2,2,0,16034,17:50.4
17,177732,30939,1,2,0,1,1417,18:24.0
13,179529,37566,1,4,2,1,3162,18:57.6
13,36004,22649,1,3,0,0,4825,19:31.2
2,139228,40544,3,4,2,0,5837,20:04.8
17,118669,40116,1,2,2,1,4859,20:38.4
18,47528,35169,1,5,2,1,5981,21:12.0
5,155904,44382,4,4,2,1,2552,21:45.6
8,81327,45085,1,2,2,1,13478,22:19.2
8,41605,35796,2,5,1,1,7201,22:52.8
4,102445,37108,4,5,2,1,5814,23:26.4
1,143920,22878,2,3,2,1,6875,24:00.0
12,175063,29786,1,4,1,1,2548,24:33.6
9,170060,29523,1,3,0,0,1915,25:07.2
9,146316,39815,1,5,2,1,4079,25:40.8
13,166223,27604,3,5,0,1,1607,26:14.4
10,158824,36993,2,3,2,1,2998,26:48.0
1,17249,39083,3,4,0,0,13158,27:21.6
16,40903,27740,3,4,2,1,2244,27:55.2
12,55792,23014,1,5,1,1,4725,28:28.8
12,64343,47981,1,5,2,1,8746,29:02.4
10,33380,35946,1,4,2,0,9533,29:36.0
9,80391,34452,1,4,0,0,6457,30:09.6
8,26181,28543,1,2,2,1,12434,30:43.2
14,86562,42055,2,3,2,1,7106,31:16.8
9,73548,31296,1,4,0,1,7984,31:50.4
11,110695,33103,2,5,2,1,2326,32:24.0
12,118200,29536,2,4,0,0,1456,32:57.6
5,97590,17751,4,3,1,1,3000,33:31.2
16,191322,19909,1,4,2,0,1737,34:04.8
3,163596,47108,1,5,0,1,8860,34:38.4
12,161462,21082,1,2,2,1,2755,35:12.0
6,49423,26234,4,4,1,0,5588,35:45.6
10,16004,21783,3,5,2,0,2249,36:19.2
1,132561,29111,5,5,2,0,3166,36:52.8
13,91561,27298,1,5,1,1,4547,37:26.4
5,100324,21095,3,4,1,0,5016,38:00.0
7,69450,26559,1,5,0,1,4663,38:33.6
4,114072,36239,4,3,2,1,4159,39:07.2
15,75129,37706,5,5,1,1,1827,39:40.8
11,78885,37091,3,5,1,0,5635,40:14.4
8,66603,38176,2,5,0,0,6498,40:48.0
11,66060,24623,2,4,0,1,2397,41:21.6
2,117916,30470,1,3,2,0,10671,41:55.2
17,83341,40408,1,4,2,0,5480,42:28.8
3,149111,43896,1,3,0,0,9623,43:02.4
20,149395,43187,4,5,2,1,709,43:36.0
17,127725,24590,2,4,0,0,1023,44:09.6
11,23232,24698,2,4,1,1,6184,44:43.2
17,113623,20687,4,5,2,0,376,45:16.8
17,123074,36637,2,3,0,1,3424,45:50.4
10,191227,36862,4,5,2,1,1997,46:24.0
13,167441,36127,4,4,2,1,2086,46:57.6
9,124578,27023,3,2,0,0,2591,47:31.2
16,126481,36591,3,3,2,1,3659,48:04.8
10,17264,45109,1,4,2,0,12748,48:38.4
20,130031,41962,5,4,1,1,772,49:12.0
5,25419,31016,1,4,0,1,10974,49:45.6
14,39170,32369,2,4,0,1,3177,50:19.2
9,79078,39856,2,4,2,1,7593,50:52.8
6,65458,32732,5,5,1,1,2995,51:26.4
12,175397,31860,3,4,2,1,1636,52:00.0
16,73721,45070,1,3,2,1,5515,52:33.6
20,193093,32062,1,5,0,1,404,53:07.2
10,157337,30892,3,5,2,0,2622,53:40.8
4,69116,34687,1,4,2,1,12546,54:14.4
10,178832,26967,1,2,1,1,6082,54:48.0
18,62050,34239,1,2,0,1,3092,55:21.6
8,153084,36552,2,2,2,0,6134,55:55.2
9,10395,30353,1,5,2,1,10574,56:28.8
17,181548,35216,1,5,2,1,1002,57:02.4
8,100157,21493,1,4,0,0,3254,57:36.0
20,112886,27251,3,2,2,1,1700,58:09.6
16,161544,25521,2,4,0,1,1435,58:43.2
13,59687,26555,1,3,2,1,4101,59:16.8
17,185379,27403,4,2,2,1,1166,59:50.4
19,64465,26202,1,4,1,1,4708,00:24.0
10,66932,20380,1,4,2,1,3928,00:57.6
14,146537,38496,1,4,2,0,2518,01:31.2
7,47126,24804,3,5,1,1,4619,02:04.8
16,170218,29156,1,4,1,1,3615,02:38.4
14,37149,27341,1,2,1,0,8096,03:12.0
4,76898,24890,1,4,1,1,10251,03:45.6
5,41312,25220,1,3,1,1,12965,04:19.2
8,174138,45419,1,5,2,1,6708,04:52.8
11,77141,24067,1,5,2,1,4397,05:26.4
3,92183,26455,5,5,0,0,3220,06:00.0
9,94117,25937,1,5,1,0,5196,06:33.6
13,67607,35318,3,5,2,0,2944,07:07.2
7,120584,29321,2,4,1,1,6315,07:40.8
1,130665,34327,2,2,1,0,10628,08:14.4
11,37070,29632,2,3,2,1,6419,08:48.0
16,131117,21210,5,4,2,1,841,09:21.6
20,124282,40000,1,5,2,1,2875,09:55.2
13,24181,22928,4,5,2,0,2606,10:28.8
11,105627,43124,1,3,0,1,4434,11:02.4
15,155066,35101,4,4,1,1,1079,11:36.0
4,106576,30272,1,4,2,1,10501,12:09.6
16,160290,27893,4,5,2,0,787,12:43.2
16,112293,21110,2,5,0,0,1439,13:16.8
11,140476,35708,1,4,2,0,3152,13:50.4
1,33912,45280,1,2,2,1,24754,14:24.0
10,70099,40435,1,3,2,1,11815,14:57.6
6,151195,44186,3,3,2,1,3869,15:31.2
5,163377,25377,1,5,1,1,6308,16:04.8
17,127898,21010,1,2,2,1,3384,16:38.4
15,46693,19567,1,4,1,1,5189,17:12.0
7,26653,33897,4,4,2,1,4706,17:45.6
6,101014,34913,2,4,2,1,9020,18:19.2
14,161042,29503,2,4,0,1,969,18:52.8
16,181759,32218,3,5,1,0,862,19:26.4
12,124115,19117,2,4,1,1,3364,20:00.0
5,95006,23737,5,3,2,1,1811,20:33.6
2,31143,25915,1,3,0,1,12906,21:07.2
4,131690,41457,3,2,2,1,9694,21:40.8
5,89264,36315,1,4,2,0,7741,22:14.4
14,58642,40384,1,2,0,0,6198,22:48.0
7,54350,31153,1,5,2,1,11456,23:21.6
3,121791,37881,3,5,2,1,4553,23:55.2
4,22194,41336,2,4,0,1,15815,24:28.8
17,117331,43213,2,3,0,1,1481,25:02.4
5,117476,35497,2,4,2,1,6031,25:36.0
15,90910,36102,3,5,0,1,1552,26:09.6
5,87241,23638,1,4,2,1,8216,26:43.2
19,52625,29072,1,4,1,0,4534,27:16.8
5,95975,26991,3,5,0,1,2377,27:50.4
3,160116,37876,3,5,2,1,4464,28:24.0
10,119445,29278,5,3,1,1,2626,28:57.6
5,124537,38458,2,4,2,1,5875,29:31.2
7,48965,30259,4,4,0,1,5128,30:04.8
9,30379,35920,2,4,2,1,10015,30:38.4
10,97671,42598,3,2,1,1,5139,31:12.0
6,130816,39532,3,4,0,0,2388,31:45.6
16,182951,42243,5,5,2,1,603,32:19.2
20,149656,27746,1,4,2,1,1107,32:52.8
14,62013,31210,2,4,1,1,3336,33:26.4
5,94165,31620,3,4,0,1,4260,34:00.0
7,135201,44505,2,4,2,1,6416,34:33.6
5,97459,30793,1,4,2,1,10083,35:07.2
7,91983,28145,1,5,2,1,6364,35:40.8
10,134339,46112,1,4,0,1,4072,36:14.4
10,127483,34490,1,5,1,0,4083,36:48.0
17,119249,26431,4,5,1,1,1402,37:21.6
3,138561,26330,1,4,0,1,7383,37:55.2
6,176296,46619,1,5,2,1,8376,38:28.8
11,24623,32461,2,5,2,1,4564,39:02.4
18,170900,32421,2,3,2,1,1131,39:36.0
13,18877,27878,3,4,0,1,4385,40:09.6
2,18676,31893,1,5,1,0,20307,40:43.2
14,171602,27039,3,5,2,1,1246,41:16.8
13,79576,25340,1,4,1,1,5177,41:50.4
7,43686,37953,2,5,2,1,10829,42:24.0
14,105786,26265,5,2,2,0,809,42:57.6
4,88116,20851,5,5,1,1,3553,43:31.2
2,99510,23091,2,4,0,0,5020,44:04.8
4,183207,22205,1,5,2,1,2868,44:38.4
3,148143,41555,4,3,2,0,5548,45:12.0
15,102562,36306,1,3,1,1,5058,45:45.6
17,96076,22150,5,3,2,1,811,46:19.2
9,153716,27133,2,4,2,1,4314,46:52.8
7,26976,36159,3,3,0,1,9020,47:26.4
12,156761,40904,2,5,0,1,2673,48:00.0
19,45279,26649,1,4,2,1,2047,48:33.6
6,9796,42573,3,5,2,1,9777,49:07.2
7,13600,40852,1,2,0,1,18014,49:40.8
6,175169,45581,1,4,2,1,5037,50:14.4
11,147989,20904,5,3,2,1,619,50:48.0
11,124227,38136,3,5,2,1,2616,51:21.6
16,123037,47798,1,4,2,0,2397,51:55.2
9,90307,41174,2,5,0,1,5336,52:28.8
8,158294,35824,3,4,0,1,3837,53:02.4
9,32310,31734,1,3,0,1,9906,53:36.0
11,70031,28031,4,3,1,0,2277,54:09.6
19,73106,21945,2,4,2,0,1183,54:43.2
3,110389,40594,3,5,0,1,7460,55:16.8
1,144231,29845,1,4,2,1,7481,55:50.4
3,140479,40601,1,5,1,1,11058,56:24.0
11,101417,30416,1,5,0,0,3621,56:57.6
8,142735,36826,1,4,2,1,5018,57:31.2
16,64756,35033,2,4,2,1,5151,58:04.8
8,190635,40133,2,5,0,1,2856,58:38.4
12,80724,28737,4,4,1,1,2662,59:12.0
2,174709,30055,1,5,2,0,4511,59:45.6
13,176020,24698,1,4,2,1,1475,00:19.2
20,133827,36447,1,2,0,1,1746,00:52.8
15,72782,38535,1,5,0,1,5849,01:26.4
15,129191,30033,3,4,2,1,1572,02:00.0
16,105347,22976,2,2,2,1,3282,02:33.6
14,179360,16715,2,3,1,1,1846,03:07.2
18,3506,26285,1,5,2,1,3834,03:40.8
16,110309,43676,3,2,1,0,2318,04:14.4
2,31057,27872,1,3,1,1,17988,04:48.0
12,160008,39800,3,2,2,1,4010,05:21.6
17,134672,24098,1,5,2,0,2093,05:55.2
2,110336,34578,1,3,1,1,12897,06:28.8
17,148567,39375,3,3,2,1,3539,07:02.4
10,83094,35200,5,5,1,1,3516,07:36.0
12,51286,23896,3,4,1,1,2861,08:09.6
10,107076,46266,2,5,0,0,2562,08:43.2
13,78748,26907,2,4,1,1,5205,09:16.8
5,106795,27807,2,3,2,1,6888,09:50.4
7,177632,28887,1,3,1,0,4759,10:24.0
7,98406,28844,1,4,2,0,5256,10:57.6
8,66570,23968,3,4,2,1,4237,11:31.2
18,137718,26416,1,4,0,0,620,12:04.8
15,57076,27808,1,3,2,1,6013,12:38.4
8,35226,17778,4,4,1,0,2951,13:12.0
13,35081,31564,1,3,2,1,5177,13:45.6
10,170010,41362,1,3,1,0,7258,14:19.2
4,135333,42568,3,4,2,1,5823,14:52.8
7,155757,27806,5,5,1,1,1557,15:26.4
12,167894,36127,2,5,1,1,3333,16:00.0
11,85501,41267,3,5,1,1,5438,16:33.6
11,75028,43890,1,3,2,1,7451,17:07.2
14,94599,40927,1,4,0,1,4660,17:40.8
12,102222,25450,2,5,2,1,2529,18:14.4
17,73905,34949,2,3,2,1,4214,18:48.0
10,68556,29429,4,5,2,1,1841,19:21.6
12,67084,39705,3,4,2,1,3646,19:55.2
6,5825,43744,2,5,2,0,13056,20:28.8
8,173639,38735,3,5,2,1,3748,21:02.4
17,62201,37825,1,3,2,0,5417,21:36.0
10,119388,44060,4,4,2,1,2437,22:09.6
8,111675,26920,1,5,0,1,3284,22:43.2
10,73102,32459,3,2,0,1,5026,23:16.8
12,137706,21641,3,5,2,0,1744,23:50.4
11,8577,31826,4,5,1,1,6395,24:24.0
1,153233,24725,1,3,1,1,6863,24:57.6
8,28241,28805,2,5,2,0,5250,25:31.2
6,76340,41851,4,5,1,1,5673,26:04.8
12,46120,41061,3,2,1,1,6168,26:38.4
12,166809,46787,1,3,2,1,6115,27:12.0
3,32986,24762,2,4,2,1,10522,27:45.6
15,175126,23706,1,5,0,0,1250,28:19.2
19,100995,24454,1,4,2,0,2308,28:52.8
9,167145,24715,1,5,2,0,2735,29:26.4
4,132449,37289,1,3,0,0,6027,30:00.0
19,155925,39153,1,3,2,1,2324,30:33.6
13,171342,39379,1,5,2,1,2858,31:07.2
13,81316,33748,4,3,2,1,2955,31:40.8
13,152125,25205,2,4,0,1,1579,32:14.4
19,138695,29541,1,4,1,1,3974,32:48.0
20,144663,28949,1,4,2,1,1456,33:21.6
17,116746,32012,1,4,1,1,2575,33:55.2
12,37771,38909,3,4,1,1,5252,34:28.8
9,136476,32967,2,4,0,1,4669,35:02.4
11,59704,21512,2,4,2,1,3674,35:36.0
7,65915,27815,4,4,0,1,2586,36:09.6
12,131008,46016,1,5,1,1,8186,36:43.2
10,19236,21097,2,5,0,1,5022,37:16.8
17,108581,34359,2,4,0,1,1628,37:50.4
10,67345,26246,2,4,2,0,3953,38:24.0
11,120149,35338,1,4,2,1,4999,38:57.6
11,191656,31363,2,5,2,0,2122,39:31.2
17,60434,21871,5,4,0,1,1124,40:04.8
10,144778,26937,2,3,2,1,3444,40:38.4
10,143888,22642,4,4,1,1,1219,41:12.0
6,66668,30775,2,3,2,1,7241,41:45.6
17,134086,33848,1,5,2,1,2880,42:19.2
15,19014,18708,1,3,0,1,4378,42:52.8
16,151465,29096,1,4,2,1,3630,43:26.4
18,147795,42233,2,5,1,1,1790,44:00.0
5,177342,37034,1,5,1,1,6352,44:33.6
14,62915,30774,1,2,0,1,4583,45:07.2
11,14629,40917,5,4,2,0,5011,45:40.8
2,57146,33109,4,4,2,1,5239,46:14.4
4,176810,37015,3,5,2,0,2850,46:48.0
4,135393,25480,2,2,1,1,6911,47:21.6
14,108194,30624,3,4,2,0,1514,47:55.2
5,145762,27444,3,3,2,0,4474,48:28.8
19,155824,35276,3,5,0,1,1186,49:02.4
11,161651,38100,3,3,2,1,2076,49:36.0
12,185643,23444,2,4,1,1,2877,50:09.6
4,159622,22993,4,3,2,0,1368,50:43.2
8,87484,41052,2,5,2,0,7706,51:16.8
10,68108,22501,5,2,2,1,2986,51:50.4
12,128585,18852,1,4,2,1,3309,52:24.0
4,110524,31424,1,4,0,1,6896,52:57.6
2,122997,37733,2,2,2,1,8894,53:31.2
19,122055,38633,3,5,0,1,872,54:04.8
15,84825,33498,5,3,2,1,1631,54:38.4
16,17053,32568,3,5,1,1,5786,55:12.0
10,3722,24949,4,5,1,0,4921,55:45.6
13,156093,26627,1,4,0,1,1206,56:19.2
20,152870,23854,2,2,2,0,1638,56:52.8
13,129881,17728,1,4,1,1,2990,57:26.4
14,58112,36167,1,5,2,1,7438,58:00.0
6,113496,25276,1,2,2,0,5195,58:33.6
15,14477,33786,2,4,1,1,4714,59:07.2
16,68317,34478,1,3,2,1,4745,59:40.8
11,118240,35224,1,2,0,1,4041,00:14.4
18,7129,38648,3,5,1,1,4601,00:48.0
3,18376,31276,2,4,1,0,13496,01:21.6
11,84722,31162,2,4,2,0,4116,01:55.2
14,152898,24662,1,3,2,1,2948,02:28.8
12,159819,34097,1,3,2,0,2437,03:02.4
8,152319,35862,1,4,2,1,4186,03:36.0
9,67917,33724,2,5,1,0,4723,04:09.6
10,89497,35081,4,4,0,0,1295,04:43.2
12,188188,41598,4,4,2,1,893,05:16.8
11,94475,30015,1,5,2,1,3850,05:50.4
13,183561,43103,4,5,0,1,1101,06:24.0
8,104062,30801,1,4,2,1,6876,06:57.6
4,161561,27171,3,4,2,0,2717,07:31.2
11,36244,24064,2,5,1,0,5251,08:04.8
8,156544,21722,2,4,1,0,2243,08:38.4
14,157165,30754,4,4,2,0,558,09:12.0
2,159363,27974,2,3,2,1,6208,09:45.6
8,78116,31661,1,5,2,0,4804,10:19.2
7,83033,28636,1,4,0,0,5147,10:52.8
6,37934,40246,1,4,0,0,10883,11:26.4
20,48469,42110,1,3,1,1,7426,12:00.0
4,71563,35674,1,4,2,1,14471,12:33.6
12,183330,37798,2,5,2,1,1595,13:07.2
13,50615,44212,4,4,2,1,3388,13:40.8
18,93101,45129,1,4,2,1,3811,14:14.4
4,89217,35391,1,4,2,1,10542,14:48.0
11,122126,30105,2,4,2,1,3933,15:21.6
16,188958,36196,4,5,1,0,549,15:55.2
16,168223,43581,2,4,2,1,1422,16:28.8
11,49854,22751,1,2,2,1,5058,17:02.4
6,187758,40147,3,4,2,1,4123,17:36.0
4,181808,20660,2,2,1,0,3905,18:09.6
18,164527,34382,1,5,2,1,2798,18:43.2
3,59150,33540,1,5,0,1,13119,19:16.8
17,131195,39886,2,5,2,1,1248,19:50.4
15,159119,36611,4,5,1,1,1264,20:24.0
5,153243,24860,3,2,0,1,2466,20:57.6
18,139514,19278,2,2,2,1,1059,21:31.2
5,167089,35853,1,2,2,1,5735,22:04.8
7,159008,33507,3,5,0,1,2111,22:38.4
9,45828,40406,2,2,2,1,11051,23:12.0
3,112759,42725,3,4,0,1,7138,23:45.6
17,123082,22873,1,2,2,0,2319,24:19.2
9,25789,43040,2,5,2,0,8062,24:52.8
11,180507,25042,1,4,2,0,3237,25:26.4
13,136003,37394,2,5,0,0,1446,26:00.0
9,190000,39333,3,4,2,1,2322,26:33.6
13,151949,29108,2,5,2,1,3241,27:07.2
11,125928,41060,5,4,2,1,2636,27:40.8
11,149913,40339,4,5,0,1,2415,28:14.4
1,161763,30895,1,5,0,1,7110,28:48.0
14,156896,25286,1,4,0,1,1142,29:21.6
12,22153,42011,4,3,0,0,2938,29:55.2
10,139371,29050,1,4,0,1,4664,30:28.8
6,131245,41591,2,5,2,1,5500,31:02.4
10,193512,38736,2,3,2,1,2464,31:36.0
16,125432,26401,3,5,2,0,676,32:09.6
15,82691,34541,3,5,1,0,1940,32:43.2
4,167319,46114,1,5,2,1,8634,33:16.8
13,181299,26852,3,5,0,1,1028,33:50.4
4,46622,23823,1,5,1,0,9556,34:24.0
13,155421,28036,1,4,2,1,1960,34:57.6
6,148283,30629,1,5,2,1,5126,35:31.2
11,24531,20731,2,3,0,1,3741,36:04.8
7,173792,37433,1,5,2,1,7193,36:38.4
3,159135,33666,3,2,0,1,6475,37:12.0
11,103671,34276,2,5,0,1,2664,37:45.6
16,18084,38502,2,4,0,1,3402,38:19.2
7,30887,33524,3,4,0,0,7072,38:52.8
13,148803,43902,1,3,2,1,7456,39:26.4
11,55209,34309,1,4,2,1,7593,40:00.0
14,77980,40953,3,3,1,0,3183,40:33.6
10,36323,26346,2,2,2,1,5199,41:07.2
11,127112,31709,2,5,0,1,2533,41:40.8
2,146355,36447,2,4,0,1,5903,42:14.4
4,120722,37921,2,5,2,0,7811,42:48.0
9,171452,40750,4,5,0,0,626,43:21.6
6,183926,39453,1,5,0,0,5565,43:55.2
14,125894,23710,1,5,2,1,3365,44:28.8
8,79929,30346,4,5,0,0,2911,45:02.4
12,180468,25999,1,5,1,1,2748,45:36.0
8,44554,38519,1,2,2,1,11765,46:09.6
9,95431,27522,4,5,0,1,1582,46:43.2
10,66113,46536,2,5,1,1,10700,47:16.8
11,44722,31982,3,5,0,0,3182,47:50.4
5,16320,27380,1,5,2,1,14087,48:24.0
10,187458,24907,1,5,1,0,2738,48:57.6
16,58518,39335,3,5,0,1,1304,49:31.2
7,83451,18645,2,2,0,1,2886,50:04.8
18,94030,35497,1,4,0,1,3545,50:38.4
18,24115,32127,2,3,0,1,3872,51:12.0
5,113638,30538,4,4,0,0,2708,51:45.6
6,103011,33680,1,4,1,1,10284,52:19.2
10,98373,26440,2,4,2,1,4859,52:52.8
2,72148,25918,1,5,2,1,9402,53:26.4
11,156340,34262,1,4,2,1,2812,54:00.0
12,165540,39623,1,5,1,1,5578,54:33.6
8,121067,41237,3,2,1,1,7294,55:07.2
9,146113,29039,3,4,1,1,2166,55:40.8
13,145032,24858,3,2,1,0,1773,56:14.4
18,55793,40729,3,3,2,1,4538,56:48.0
7,120951,31614,1,4,0,0,6047,57:21.6
15,51755,26433,1,3,2,1,4028,57:55.2
16,98160,48277,1,4,2,1,4486,58:28.8
12,117608,35046,2,5,2,1,2626,59:02.4
11,60773,22668,5,4,2,1,1083,59:36.0
10,190407,40470,1,5,0,1,1732,00:09.6
12,150984,34340,2,4,0,1,2559,00:43.2
9,149303,39106,2,5,2,1,2599,01:16.8
10,113122,34722,2,4,2,1,4566,01:50.4
